1.291088480502367020e-02,3.807559143751859665e-03,8.120439946651458740e-02,8.901120424270629883e-01,1.196519006043672562e-02
7.643117569386959076e-03,4.299912136048078537e-03,1.503726281225681305e-02,9.619409441947937012e-01,1.107880845665931702e-02
7.022873964160680771e-03,5.883762612938880920e-03,5.137301515787839890e-03,9.692455530166625977e-01,1.271050982177257538e-02
8.739938028156757355e-03,6.760076619684696198e-03,3.097058506682515144e-03,9.677333831787109375e-01,1.366953086107969284e-02
1.280231960117816925e-02,6.008129566907882690e-03,2.639242215082049370e-03,9.650678634643554688e-01,1.348251104354858398e-02
2.629979327321052551e-02,5.201516207307577133e-03,2.594310324639081955e-03,9.518494606018066406e-01,1.405489444732666016e-02
8.696769177913665771e-02,4.738519899547100067e-03,3.342229174450039864e-03,8.893916010856628418e-01,1.555999647825956345e-02
3.780390024185180664e-01,4.090507514774799347e-03,5.733622238039970398e-03,5.956119298934936523e-01,1.652491092681884766e-02
8.871999979019165039e-01,1.994029851630330086e-03,6.093098782002925873e-03,9.502665698528289795e-02,9.686250239610671997e-03
9.802529215812683105e-01,1.501149730756878853e-03,3.420321736484766006e-03,9.179219603538513184e-03,5.646402481943368912e-03
9.851957559585571289e-01,2.335886703804135323e-03,2.830292796716094017e-03,2.992211375385522842e-03,6.645915098488330841e-03
9.760280847549438477e-01,4.926935769617557526e-03,3.226919565349817276e-03,2.024122048169374466e-03,1.379397325217723846e-02
9.328404664993286133e-01,1.330143772065639496e-02,4.144667647778987885e-03,2.064061816781759262e-03,4.764938727021217346e-02
7.554842233657836914e-01,3.852560743689537048e-02,5.007671192288398743e-03,2.797726076096296310e-03,1.981848180294036865e-01
2.912322580814361572e-01,8.444269746541976929e-02,4.136587027460336685e-03,3.005723701789975166e-03,6.171827316284179688e-01
3.591602295637130737e-02,8.640570193529129028e-02,2.211254555732011795e-03,1.637844135984778404e-03,8.738291859626770020e-01
7.966886274516582489e-03,9.013782441616058350e-02,1.800716156139969826e-03,1.193948322907090187e-03,8.989006280899047852e-01
3.947515971958637238e-03,1.222385391592979431e-01,2.341850195080041885e-03,1.269321888685226440e-03,8.702028393745422363e-01
2.774829510599374771e-03,1.928251087665557861e-01,5.010480992496013641e-03,1.580416457727551460e-03,7.978091835975646973e-01
2.471820916980504990e-03,3.140186071395874023e-01,2.234366908669471741e-02,2.222396899014711380e-03,6.589435338973999023e-01
3.228707704693078995e-03,3.522273600101470947e-01,1.438543498516082764e-01,3.230327740311622620e-03,4.974592328071594238e-01
4.192779306322336197e-03,1.268254965543746948e-01,6.937025785446166992e-01,3.884054021909832954e-03,1.713951230049133301e-01
2.280942397192120552e-03,4.075195640325546265e-03,9.835441708564758301e-01,3.429577918723225594e-03,6.670071743428707123e-03
2.167426049709320068e-03,1.228019362315535545e-03,9.879302978515625000e-01,6.320960819721221924e-03,2.353296615183353424e-03
2.739830641075968742e-03,9.849112248048186302e-04,9.770435094833374023e-01,1.682161726057529449e-02,2.410188782960176468e-03
4.725624341517686844e-03,1.271271146833896637e-03,9.091867208480834961e-01,8.046691119670867920e-02,4.349452443420886993e-03
8.400410413742065430e-03,2.007467905059456825e-03,5.579833984375000000e-01,4.228099882602691650e-01,8.798741735517978668e-03
7.374481763690710068e-03,1.810555113479495049e-03,1.206409484148025513e-01,8.626924753189086914e-01,7.481586188077926636e-03
6.166468840092420578e-03,1.369588775560259819e-03,2.519560419023036957e-02,9.627124667167663574e-01,4.555875435471534729e-03
7.295380346477031708e-03,1.087701530195772648e-03,1.265578903257846832e-02,9.758216738700866699e-01,3.139436710625886917e-03
8.311440236866474152e-03,9.714254410937428474e-04,8.662637323141098022e-03,9.794399142265319824e-01,2.614578697830438614e-03
8.583260700106620789e-03,9.688579593785107136e-04,6.042760796844959259e-03,9.819337725639343262e-01,2.471338491886854172e-03
8.735815063118934631e-03,1.011824002489447594e-03,4.443170037120580673e-03,9.833132028579711914e-01,2.495981752872467041e-03
8.222466334700584412e-03,1.192802446894347668e-03,3.015857888385653496e-03,9.848378300666809082e-01,2.730973064899444580e-03
8.173489943146705627e-03,1.475336845032870770e-03,2.206347417086362839e-03,9.849630594253540039e-01,3.181771142408251762e-03
9.127365425229072571e-03,1.709568314254283905e-03,1.828593900427222252e-03,9.836926460266113281e-01,3.641810733824968338e-03
1.148303784430027008e-02,1.869871513918042183e-03,1.631170860491693020e-03,9.809619188308715820e-01,4.053983837366104126e-03
1.789903640747070312e-02,1.926056109368801117e-03,1.583066536113619804e-03,9.740950465202331543e-01,4.496725741773843765e-03
4.127738997340202332e-02,1.956347841769456863e-03,1.824008650146424770e-03,9.496267437934875488e-01,5.315654445439577103e-03
1.446291208267211914e-01,2.143671270459890366e-03,2.739181742072105408e-03,8.437691926956176758e-01,6.718906108289957047e-03
5.342057943344116211e-01,2.071996452286839485e-03,4.132299683988094330e-03,4.519577920436859131e-01,7.632085587829351425e-03
9.531148672103881836e-01,1.414523925632238388e-03,2.076130826026201248e-03,3.911944106221199036e-02,4.274980165064334869e-03
9.897928237915039062e-01,1.507884822785854340e-03,1.225773710757493973e-03,4.513151943683624268e-03,2.960380399599671364e-03
9.901191592216491699e-01,2.534244209527969360e-03,1.241155667230486870e-03,2.109186258167028427e-03,3.996291197836399078e-03
9.827774167060852051e-01,5.632112734019756317e-03,1.402487745508551598e-03,1.720569678582251072e-03,8.467443287372589111e-03
9.469190835952758789e-01,1.723501458764076233e-02,1.728352508507668972e-03,2.115078037604689598e-03,3.200256079435348511e-02
7.088850736618041992e-01,7.792133092880249023e-02,2.513444749638438225e-03,3.320033196359872818e-03,2.073601782321929932e-01
1.530487537384033203e-01,1.811048090457916260e-01,2.718313829973340034e-03,2.366037108004093170e-03,6.607620716094970703e-01
1.881148479878902435e-02,1.848875582218170166e-01,2.065447624772787094e-03,1.162879168987274170e-03,7.930726408958435059e-01
6.222144700586795807e-03,2.075499296188354492e-01,2.170955296605825424e-03,1.038019196130335331e-03,7.830189466476440430e-01
3.688861383125185966e-03,2.673762738704681396e-01,3.036750713363289833e-03,1.155167818069458008e-03,7.247429490089416504e-01
2.833684906363487244e-03,3.832817375659942627e-01,6.628195755183696747e-03,1.304599107243120670e-03,6.059517860412597656e-01
2.773395506665110588e-03,4.846098423004150391e-01,3.033218905329704285e-02,1.570510677993297577e-03,4.807140231132507324e-01
4.040530417114496231e-03,4.355310797691345215e-01,1.864717751741409302e-01,2.114919945597648621e-03,3.718417286872863770e-01
4.637661390006542206e-03,8.729521930217742920e-02,8.037403225898742676e-01,2.394987968727946281e-03,1.019318848848342896e-01
2.292149700224399567e-03,3.278875723481178284e-03,9.869223833084106445e-01,2.504786476492881775e-03,5.001772195100784302e-03
2.041836734861135483e-03,1.183852320536971092e-03,9.902078509330749512e-01,4.583444446325302124e-03,1.983020454645156860e-03
2.328999340534210205e-03,9.894351242110133171e-04,9.815813899040222168e-01,1.305497437715530396e-02,2.045103348791599274e-03
3.851786721497774124e-03,1.375179039314389229e-03,9.240703582763671875e-01,6.687676906585693359e-02,3.825958119705319405e-03
7.104685995727777481e-03,2.541310619562864304e-03,5.659582018852233887e-01,4.156021177768707275e-01,8.793672546744346619e-03
6.301323417574167252e-03,2.261868445202708244e-03,1.145175918936729431e-01,8.692169189453125000e-01,7.702294737100601196e-03
5.674288608133792877e-03,1.590101281180977821e-03,2.627933025360107422e-02,9.621592760086059570e-01,4.297078587114810944e-03
6.110781338065862656e-03,1.309930812567472458e-03,1.165672671049833298e-02,9.780678749084472656e-01,2.854652702808380127e-03
6.530969403684139252e-03,1.215872587636113167e-03,7.197362370789051056e-03,9.827005267143249512e-01,2.355250762775540352e-03
6.546429358422756195e-03,1.233772956766188145e-03,4.881158471107482910e-03,9.850723147392272949e-01,2.266407478600740433e-03
6.607812829315662384e-03,1.288791769184172153e-03,3.633034182712435722e-03,9.860935211181640625e-01,2.376907039433717728e-03
6.560073234140872955e-03,1.438542385585606098e-03,2.811073558405041695e-03,9.865008592605590820e-01,2.689471933990716934e-03
6.727200932800769806e-03,1.641893060877919197e-03,2.297536237165331841e-03,9.862311482429504395e-01,3.102227346971631050e-03
7.146012969315052032e-03,1.912438077852129936e-03,1.914466382004320621e-03,9.855035543441772461e-01,3.523483406752347946e-03
8.140699937939643860e-03,2.108668209984898567e-03,1.684005605056881905e-03,9.842289090156555176e-01,3.837659955024719238e-03
9.851415641605854034e-03,2.255684928968548775e-03,1.553262351080775261e-03,9.821219444274902344e-01,4.217694047838449478e-03
1.400810945779085159e-02,2.253098879009485245e-03,1.523977727629244328e-03,9.776821136474609375e-01,4.532665014266967773e-03
2.725808322429656982e-02,2.209220780059695244e-03,1.656012958846986294e-03,9.638198018074035645e-01,5.056869238615036011e-03
8.256344497203826904e-02,2.278415486216545105e-03,2.265325048938393593e-03,9.067702293395996094e-01,6.122601684182882309e-03
3.146452307701110840e-01,2.348544541746377945e-03,3.733224468305706978e-03,6.721765398979187012e-01,7.096429355442523956e-03
8.602825999259948730e-01,1.708345720544457436e-03,3.412935882806777954e-03,1.292947679758071899e-01,5.301280412822961807e-03
9.874969720840454102e-01,1.321231480687856674e-03,1.512563670985400677e-03,7.142079062759876251e-03,2.527096774429082870e-03
9.918375015258789062e-01,2.024742076173424721e-03,1.377905253320932388e-03,2.163436263799667358e-03,2.596347359940409660e-03
9.887162446975708008e-01,4.100476391613483429e-03,1.606840291060507298e-03,1.469698618166148663e-03,4.106747452169656754e-03
9.730861783027648926e-01,1.147861871868371964e-02,2.063152380287647247e-03,1.466569490730762482e-03,1.190554164350032806e-02
8.821235895156860352e-01,4.987842217087745667e-02,2.960201120004057884e-03,2.155194757506251335e-03,6.288262456655502319e-02
3.493479788303375244e-01,2.707004845142364502e-01,3.895209636539220810e-03,3.118072636425495148e-03,3.729383051395416260e-01
